Episode,Average Reward
1,1.5528895423376368
2,1.3971480690429074
3,1.4299220839360611
4,1.5543137019200355
5,1.3408204343691525
6,1.5507411983260544
7,1.561775454213221
8,1.4193006155915098
9,1.4657771103846597
10,1.4598490797255643
11,1.4822940622175635
12,1.4974586683271944
13,1.563754089189203
14,1.5802296045650246
15,1.5650703569221769
16,1.4672534596145406
17,1.5565192805771648
18,1.5587165010301316
19,1.5572562467588467
20,1.5430615392117975
21,1.46958241829695
22,1.4656165502671425
23,1.5003439681817408
24,1.5058557139694158
25,1.5226757065563148
26,1.4810391372001892
27,1.446434307139283
28,1.4560090378180288
29,1.4840574494249716
30,1.4345888677774725
31,1.4721188756207544
32,1.4941096316206273
33,1.48317811842031
34,1.4395552325844188
35,1.4643592349856742
36,1.4519823092920197
37,1.4511003097226347
38,1.4540000213201474
39,1.4576471359976813
40,1.43095845634994
41,1.4320736849209246
42,1.4168369682111748
43,1.383887271276031
44,1.3919177298178345
45,1.3964829941719878
46,1.3661246682117274
47,1.3630467401893336
48,1.38512635903613
49,1.3638014950785722
50,1.3462624124603133
51,1.3538362399056532
52,1.3684150099627945
53,1.3517816581553008
54,1.369449120863155
55,1.3445500459383704
56,1.3648926637241026
57,1.3592196372275092
58,1.356971287441742
59,1.3339717740952717
60,1.3351805245902455
61,1.3331483482752884
62,1.3163333553075522
63,1.3228495363036659
64,1.3109244672955038
65,1.321152355164095
66,1.3303943055843
67,1.3667947079495197
68,1.3738561654036023
69,1.3795516570394826
70,1.387251053071527
71,1.3796526694881381
72,1.3860904202829887
73,1.367102880279112
74,1.3667182609187878
75,1.3541217073763976
76,1.3518056918221795
77,1.3419102892894503
78,1.3247063112216368
79,1.3079378769023755
80,1.3082334502448114
81,1.2945280684959029
82,1.2827923187429116
83,1.2795083338627964
84,1.2642760917930012
85,1.2707264932779165
86,1.2618227552736285
87,1.247319045442897
88,1.2364474515659964
89,1.2399553650368156
90,1.243152720364168
91,1.2505773617513842
92,1.2401430293875177
93,1.2403877384272253
94,1.2343505069170593
95,1.2418174101553021
96,1.2551354297396469
97,1.242195889226867
98,1.2396538887596038
99,1.2384232299305387
100,1.2260389976312334
101,1.2232596211953695
102,1.227741405800512
103,1.2158215863267208
104,1.213927050977561
105,1.202365840968251
106,1.1969349857270242
107,1.1959503229584674
108,1.188488745431889
109,1.1964932158588357
110,1.2023671877242388
111,1.2075233486186805
112,1.2056086744652557
113,1.199408642168299
114,1.1986327367060425
115,1.2183808726701073
116,1.2165214869492258
117,1.2102471019063767
118,1.2129397251559633
119,1.2156023421056188
120,1.2094924762292043
121,1.1994966706405332
122,1.2049740810560838
123,1.2073358374192245
124,1.2172860465593593
125,1.2214289999594667
126,1.2155638367608668
127,1.2109385557409071
128,1.221775238102166
129,1.2196321207711422
130,1.2200613805612432
131,1.2251789774998756
132,1.219231598149854
133,1.2163482301324264
134,1.2221591334455049
135,1.2278504321268415
136,1.228617770532856
137,1.2228623481442735
138,1.225372362639721
139,1.2186964069394577
140,1.2179268284575406
141,1.2158582222166492
142,1.2258054956639393
143,1.217233429260695
144,1.2206868552112744
145,1.227479195229557
146,1.2190718034814092
147,1.2276814227552586
148,1.2304061663694061
149,1.2327271692226838
150,1.2308111346119255
151,1.2255748019542112
152,1.228061266013795
153,1.2295518389835833
154,1.23147041851068
155,1.2302963200138768
156,1.2243163084772692
157,1.2265361982001577
158,1.2322224728049234
159,1.2244726459319364
160,1.2256012000554712
161,1.2235676339322454
162,1.218114796840786
163,1.21362849357284
164,1.2083027590090778
165,1.2061601819435483
166,1.2006858104878833
167,1.1934960750957402
168,1.1884169795601451
169,1.1939258746647068
170,1.1919999843159002
171,1.1879824699334047
172,1.1886550571957208
173,1.1932039163475716
174,1.1987904769371907
175,1.2038338695137305
176,1.2064403243991777
177,1.2027130272305706
178,1.1978674935108247
179,1.1979420760575679
180,1.194551428608777
181,1.1915313452049427
182,1.1910470074669508
183,1.195835682089324
184,1.1931527059863698
185,1.1893108991266375
186,1.1862939219658812
187,1.1923871141941798
188,1.1962586601325274
189,1.190977384304224
190,1.1930346461324743
191,1.1967734046715357
192,1.1920892438154505
193,1.1942854216670349
194,1.2001424146249497
195,1.2025589467363313
196,1.2067024396746284
197,1.2031405238636361
198,1.2016366547522126
199,1.1985511717397652
200,1.1990876632606904
201,1.1957938372677028
202,1.1943561174782675
203,1.2011098094811103
204,1.198398076750883
205,1.2051041352837446
206,1.2091485965050035
207,1.2168509563857426
208,1.218753748952655
209,1.2294126148159485
210,1.225178307245948
211,1.2193717749841186
212,1.2182397746469011
213,1.2182760664921155
214,1.2135088770626348
215,1.2109900148536226
216,1.2126809665973919
217,1.2147947233243361
218,1.211917800443377
219,1.2139429522344523
220,1.215300114721375
221,1.213140115139323
222,1.2155642303441587
223,1.217074468875176
224,1.2206964890503034
225,1.2226743770933697
226,1.2172643134779124
227,1.2156365668046658
228,1.2146604408249744
229,1.2093562467602366
230,1.2116372686718937
231,1.210935311454726
232,1.2121378285114888
233,1.2082119774032984
234,1.2117382039204827
235,1.208730828690647
236,1.206460308130397
237,1.2034279095244131
238,1.201743889186442
239,1.2014074270784347
240,1.196401562798941
241,1.1914372409616012
242,1.1977677927231587
243,1.1940626352234878
244,1.1995027084053833
245,1.2007827115902407
246,1.2003492796161346
247,1.195489565933478
248,1.198127389955276
249,1.2004808206221518
250,1.195678897339663
251,1.1921001548016688
252,1.1892839575085508
253,1.1930706094012336
254,1.1939154421102465
255,1.1892334207686377
256,1.18458797771876
257,1.1799786859766639
258,1.1788441518911938
259,1.17429263006922
260,1.1748167426633915
261,1.177726487158498
262,1.1739874453318748
263,1.1754844008232532
264,1.1710318083958922
265,1.172641859894669
266,1.174709597320027
267,1.1730042652714983
268,1.1774918561232297
269,1.1786040902185349
270,1.1742388898843923
271,1.1817024479923746
272,1.1827723870954348
273,1.1796860707511867
274,1.184308897148136
275,1.1823583787312872
276,1.178792216230751
277,1.179712632963595
278,1.1836141960187725
279,1.1858094899513325
280,1.1815744560586492
281,1.178580269471664
282,1.1811242696123283
283,1.1824229532902668
284,1.1796330835606814
285,1.1822193979541413
286,1.1805408968394266
287,1.1784749896562763
288,1.1843560002087428
289,1.187080914348186
290,1.1843327041265992
291,1.1857520234449088
292,1.1830271875772485
293,1.1801506716644106
294,1.1781352800440392
295,1.1741416011286359
296,1.1739281342987113
297,1.1771891528099452
298,1.1794361098640411
299,1.177185345822881
300,1.1743954214205239
301,1.1751064529301136
302,1.1725070936491795
303,1.1686374332740999
304,1.164793231190961
305,1.1620896731382557
306,1.1599470848651148
307,1.159557954575896
308,1.1614395835918447
309,1.1642540567195352
310,1.1620545869782977
311,1.1646504007637
312,1.1624637598539955
313,1.1617104921503887
314,1.1592531337361773
315,1.1555729650576496
316,1.158267989629573
317,1.159434262991491
318,1.157172283872955
319,1.1549244864416826
320,1.1513153474215525
321,1.1496855586358963
322,1.147326597118667
323,1.1449822421742997
324,1.1414483463651197
325,1.139494528873403
326,1.1359991468829937
327,1.1340004291155714
328,1.1366630127354749
329,1.136660193380771
330,1.138232211105947
331,1.1407564797225362
332,1.1394916828022597
333,1.1411847694613193
334,1.1399218987155157
335,1.139649844618566
336,1.139541904238423
337,1.1382483695546108
338,1.1410607757747078
339,1.1424928335243052
340,1.1442848709435227
341,1.1468728100400336
342,1.1483163839432082
343,1.1470658578686301
344,1.1472065193834646
345,1.1488210628479063
346,1.1529843401613462
347,1.154862541441896
348,1.1533448191544142
349,1.1562161106359374
350,1.153742975417765
351,1.1523730181558105
352,1.1581452451292031
353,1.1548643804121232
354,1.1571060100257307
355,1.1583461469714462
356,1.1600892172658115
357,1.161336814044879
358,1.1604003923448694
359,1.1590398160489923
360,1.1571752105558348
361,1.158492248385558
362,1.1566394571980627
363,1.1550780804476604
364,1.1519047890178593
365,1.1492916184413258
366,1.151371263721168
367,1.1482340123213828
368,1.1479656730256893
369,1.146047405357048
370,1.142949979937164
371,1.143849529392213
372,1.1455548577988608
373,1.1478804512771377
374,1.149317956626139
375,1.1462531087418026
376,1.1459788625828249
377,1.1464880414812162
378,1.143979071870375
379,1.1425170154717776
380,1.139510391746852
381,1.1393353311435497
382,1.1401060440233535
383,1.137129265840525
384,1.1341679917107317
385,1.135540464276035
386,1.1325986496017446
387,1.1296720381040657
388,1.1267605122326636
389,1.1251041058694327
390,1.1260667094318086
391,1.1280841223154836
392,1.1252063566973318
393,1.1223432361968297
394,1.1209348856027095
395,1.1193183882643125
396,1.1164918266777863
397,1.1160956640673443
398,1.1145035102303307
399,1.116641693682785
400,1.117194937716769
401,1.1144089154281984
402,1.1124830425667247
403,1.1136760187894474
404,1.1147212431953566
405,1.11448437570602
406,1.113137008037073
407,1.1126778344263968
408,1.1107845260702434
409,1.1094560873808625
410,1.1132324570287182
411,1.1145893225379717
412,1.1163897225632482
413,1.1191970246434013
414,1.1206569219012348
415,1.119323900648734
416,1.1203062389773615
417,1.1230900163706565
418,1.1250406966697493
419,1.123406052771485
420,1.1226173040341991
421,1.1204212950663823
422,1.1191587458725643
423,1.1204307010460026
424,1.1177881758076864
425,1.1186343798218439
426,1.1160084775217927
427,1.1161954343493525
428,1.1152683093634028
429,1.1133460493981633
430,1.1154238698608285
431,1.114010955224393
432,1.1114322261613736
433,1.1129963002352006
434,1.1120893639221308
435,1.1095328366487465
436,1.1069880365646898
437,1.10445488316294
438,1.1019332966717001
439,1.0994231980460243
440,1.0973747306154273
441,1.0991813880797314
442,1.0977859967875507
443,1.0953079245600394
444,1.0928410148200391
445,1.090830355300406
446,1.0883845473288805
447,1.0859496825697554
448,1.0847748955992453
449,1.0834333444663649
450,1.084152278970024
451,1.0817483936507999
452,1.0835953598941575
453,1.0812033171570843
454,1.078821812053214
455,1.082082571185851
456,1.0830301248256684
457,1.085280244088685
458,1.0847143436549573
459,1.0854122044105863
460,1.0878149124368715
461,1.0889484169823556
462,1.0875440370826037
463,1.0862889909151623
464,1.0845741844353356
465,1.0822417668343995
466,1.083979698762118
467,1.0882419969560897
468,1.0865376738520716
469,1.0856556915548852
470,1.083964123667057
471,1.0849131842747186
472,1.0856840581044283
473,1.0867239184314181
474,1.087741894022314
475,1.0864675288495005
476,1.0875370048473336
477,1.0890068985481327
478,1.0886664099496886
479,1.0863936199497937
480,1.086783137607852
481,1.084523713205341
482,1.0858354016019027
483,1.0875384114798272
484,1.0910569244738801
485,1.0913183741423056
486,1.0928973545278182
487,1.091693166246564
488,1.0894560900862227
489,1.0872281635216292
490,1.088773130661222
491,1.0865556701099772
492,1.0853766091169839
493,1.0874197753231518
494,1.0861950762575907
495,1.0840007427702016
496,1.0818152574017135
497,1.0824432818386058
498,1.0841215400497186
499,1.081948951793106
500,1.0833055960971776
501,1.0811433094782212
502,1.0818457085653732
503,1.0803712797712393
504,1.0791955070703283
505,1.080173018927557
506,1.0787106375168618
507,1.0801202356086472
508,1.0789909785731129
509,1.078030013382993
510,1.076862147546822
511,1.076942297286813
512,1.0791938870673268
513,1.0791359753021006
514,1.077975046239131
515,1.0780036599403224
516,1.0795909091978322
517,1.079965708398258
518,1.0778808325133191
519,1.076838728093583
520,1.0754067239794618
521,1.0772826857494129
522,1.0758553177474997
523,1.0752092085492977
524,1.0741238048336637
525,1.074193960290116
526,1.0730791083475726
527,1.0728812265181675
528,1.0714784147042136
529,1.0694529356594042
530,1.0680770018659256
531,1.0660655574179672
532,1.0663928998557735
533,1.0654988413134587
534,1.0668978326555882
535,1.0681255679655517
536,1.0661327963835263
537,1.067625548608767
538,1.0684867867523857
539,1.0675427391327734
540,1.069114593635726
541,1.0699120148955419
542,1.0714224667958527
543,1.071781397367104
544,1.0701753608436044
545,1.0688359712367643
546,1.0679176875936813
547,1.0668473050513454
548,1.0672241568593133
549,1.0692102421725056
550,1.0701771559374476
551,1.0717859917140082
552,1.0698443504246713
553,1.0685249357315267
554,1.0665961903601702
555,1.0646743954225844
556,1.0638163938755567
557,1.0637763826718631
558,1.0651694446456743
559,1.0638582230787779
560,1.0636132815529675
561,1.0649057290014086
562,1.06478971425708
563,1.065445056951523
564,1.0650377849566302
565,1.0640066002698678
566,1.0621267299513697
567,1.0624077446272215
568,1.06490623550317
569,1.0635454491213996
570,1.0616795799124146
571,1.059820246147244
572,1.060458492347831
573,1.061352699158691
574,1.0601832692822615
575,1.0606033835105813
576,1.0587620581919865
577,1.0588191362295007
578,1.0569872692118027
579,1.0582484746805287
580,1.0597208116932837
581,1.0578968516043106
582,1.0586446909475642
583,1.0590687128771992
584,1.0598246217510328
585,1.0602891672596588
586,1.0584798000800348
587,1.05667659769489
588,1.057385202333482
589,1.0568428508984302
590,1.0556282156004935
591,1.05537397909322
592,1.0542502053955758
593,1.056267176763733
594,1.054822446716291
595,1.0538983838224976
596,1.0546933820786653
597,1.053877234206027
598,1.0521148976939767
599,1.0503584454440702
600,1.0513156318301629
601,1.0517830016695728
602,1.0507669583167947
603,1.05009888099374
604,1.0492997985783752
605,1.0475654187460144
606,1.0461636565510262
607,1.046606534537149
608,1.0448851422106076
609,1.0439986395549403
610,1.042774731162724
611,1.0416248674867064
612,1.0411286507213486
613,1.0426441632701282
614,1.0440706538499531
615,1.0423729779900346
616,1.0417716476720718
617,1.0406345915577182
618,1.0424487065589239
619,1.0407646214110096
620,1.04234880722484
621,1.041218145739962
622,1.0395441615828238
623,1.038582011890551
624,1.0399560604438343
625,1.0408710552674303
626,1.0392083219523067
627,1.037550892411713
628,1.0358987413091465
629,1.0381088464058907
630,1.0364610545861987
631,1.036598665234643
632,1.03665596529264
633,1.03888638830383
634,1.0381781443109248
635,1.0372077484068756
636,1.038577764681577
637,1.0374814228612226
638,1.0375662107086052
639,1.0364748833446105
640,1.035742036811437
641,1.0365142662806515
642,1.036649436229988
643,1.037327626662017
644,1.0391649817950435
645,1.0399975440388456
646,1.040256657171804
647,1.038648841627489
648,1.03841748053509
649,1.0372757194253337
650,1.0367151228977127
651,1.0358636686950062
652,1.0362849850076734
653,1.0373013340447097
654,1.0357152463779746
655,1.0375367232330484
656,1.0359551123744615
657,1.0343783161608016
658,1.0328063126408005
659,1.0312390799964288
660,1.0296765965418888
661,1.0292591587425985
662,1.0292012177263479
663,1.029231811894945
664,1.0289244799057882
665,1.0304043039162836
666,1.029303718655603
667,1.029703132092347
668,1.029244526317848
669,1.030452814124144
670,1.0310588563366034
671,1.0300292723854547
672,1.03051529463562
673,1.0289840683434424
674,1.0284557358629203
675,1.0318912061207752
676,1.0335784397855827
677,1.0349996975412767
678,1.0353027542136373
679,1.0359469708996623
680,1.0352275028918037
681,1.0361658719864324
682,1.0358578543522021
683,1.0368672102907324
684,1.0357861391065397
685,1.0349783030449768
686,1.0355225927848022
687,1.0368008159450954
688,1.0370799068371126
689,1.0390972610925489
690,1.0401874996308265
691,1.0402899134077295
692,1.0403309985596223
693,1.0423231964610202
694,1.0449083682128608
695,1.0449040924639543
696,1.045850379807493
697,1.0447765837393372
698,1.0437671731968967
699,1.0445591438014143
700,1.0430669164531268
701,1.041861539294967
702,1.0408010734559474
703,1.0413609969628457
704,1.0398817910012508
705,1.0384067813686249
706,1.0399755370525827
707,1.0400161951876106
708,1.0393057607857497
709,1.037839885241623
710,1.036857305156939
711,1.0377681199621638
712,1.0381019354800443
713,1.039235521971348
714,1.0395440716766542
715,1.0380901638840996
716,1.0387743628805708
717,1.0392872254201988
718,1.0385116421493292
719,1.0374809090174153
720,1.0384527792092177
721,1.039206460696683
722,1.0381790480368585
723,1.040341111489242
724,1.0418292923446155
725,1.0423302621903312
726,1.0424485023447063
727,1.0419804412398934
728,1.0408212614148156
729,1.0420102797728206
730,1.0410489068212356
731,1.0400901641650038
732,1.0415414869479485
733,1.041004481280236
734,1.0441638648543559
735,1.0456416058764155
736,1.045678522582954
737,1.047233795939427
738,1.0479654468186457
739,1.0474241083689786
740,1.0469314762485287
741,1.048840286511836
742,1.0500891486918211
743,1.0518593159231213
744,1.0517760200542325
745,1.0524599424778336
746,1.0517030013197028
747,1.0529382075504825
748,1.0541891112473014
749,1.0555017937821591
750,1.0558797983752088
751,1.0549268399554228
752,1.0561472987379568
753,1.0579770028627489
754,1.0578275930149321
755,1.0592216702881576
756,1.0587966948077339
757,1.058286907861451
758,1.0585714723720103
759,1.0595458294564233
760,1.059237431484895
761,1.0608421743102612
762,1.0608508806058823
763,1.0618220657732045
764,1.0604322463153861
765,1.0590460603724903
766,1.0592829090161313
767,1.0606363981305913
768,1.0592553611538587
769,1.0583203191043944
770,1.0599344636186618
771,1.0588166465822995
772,1.0577017254449947
773,1.0585922804078365
774,1.058869760789503
775,1.060545766436174
776,1.0615112936244524
777,1.0605829753895635
778,1.0611127220587602
779,1.0620546432787363
780,1.0606930347617123
781,1.05995947369097
782,1.059039075419135
783,1.0584330142029477
784,1.0570829720929948
785,1.0570652059539798
786,1.0569922291559326
787,1.0560814487187786
788,1.0549926366373883
789,1.0544766970884367
790,1.0531419164592108
791,1.0544249416058777
792,1.0547295975899156
793,1.053828561559053
794,1.0525013215570893
795,1.051812646970111
796,1.0520736109959776
797,1.0529280840547506
798,1.0533408725730293
799,1.0534284226370862
800,1.05211163710879
801,1.050798139434497
802,1.0494879173155014
803,1.0506215652204218
804,1.0495612119410223
805,1.0482574091932693
806,1.049530959231107
807,1.0499083907537123
808,1.0486089991809973
809,1.0473128199483879
810,1.0460198411583281
811,1.047054424639208
812,1.0457649487467953
813,1.044478644996799
814,1.0440581160461222
815,1.0442757895861383
816,1.0456325954116523
817,1.044352751353621
818,1.0436657900890516
819,1.0448678571137597
820,1.0435936280197187
821,1.044183619514649
822,1.0429133231405434
823,1.0435911711921262
824,1.0441695759938387
825,1.044641791842608
826,1.0433770923367454
827,1.042526827442887
828,1.042437779806182
829,1.0415390786487595
830,1.0421729914932363
831,1.0427575927614245
832,1.0415042783470478
833,1.040833106868763
834,1.0420231738658323
835,1.0407752419210827
836,1.0399969221940097
837,1.0406669166353466
838,1.041329801031387
839,1.042618941929527
840,1.0413777289034205
841,1.042060932042859
842,1.042935244114857
843,1.0426769144908712
844,1.0414415153030858
845,1.0402090401370467
846,1.039499720826361
847,1.0398197470173025
848,1.0408089894083588
849,1.041121169015563
850,1.0402965653168574
851,1.040762924756125
852,1.0401075908502326
853,1.0392289404322086
854,1.0380120447174168
855,1.037312761511077
856,1.0361009475373493
857,1.0366783929543133
858,1.0360324023295835
859,1.0351646332748057
860,1.034549857726297
861,1.033972016589182
862,1.033109657850999
863,1.0330607500272837
864,1.0324512557119248
865,1.03237766510908
866,1.0324803807906777
867,1.032077146602033
868,1.0327406896250921
869,1.0318866943370029
870,1.0312827529200146
871,1.0315893492469275
872,1.0318952423712557
873,1.0329864896332637
874,1.0323840539031996
875,1.0315929955845853
876,1.0331245696478235
877,1.0332133163408943
878,1.033800376060858
879,1.0326242664180127
880,1.0319509716871935
881,1.0313332995723525
882,1.030717028074552
883,1.0315567717734224
884,1.03086720160766
885,1.0302535458301512
886,1.0301576762551738
887,1.0294360779167666
888,1.0288261069264462
889,1.028216457047075
890,1.0289115621745812
891,1.0283235638162584
892,1.027738512356327
893,1.0283017851606064
894,1.027151559450136
895,1.0263840247749023
896,1.0266479945799305
897,1.0267335395992288
898,1.0255901837644856
899,1.0259644696513568
900,1.026583306853748
901,1.0254439247151756
902,1.0243070689228084
903,1.0231727310834697
904,1.0234131065152376
905,1.0239402958949952
906,1.0235867422745744
907,1.0224582012136323
908,1.0232453920130835
909,1.0228709486106884
910,1.0217469146012261
911,1.0233648320771576
912,1.0222427215156695
913,1.0211230690277007
914,1.0203780853910356
915,1.0192629180845971
916,1.0181501856412734
917,1.0170398800953178
918,1.0171691780963446
919,1.0166134528335162
920,1.0162506951013448
921,1.0151472741511807
922,1.0148307960606988
923,1.0152289569768207
924,1.0146581267620323
925,1.0148896480840766
926,1.015509552541372
927,1.0162471643113085
928,1.016538771639055
929,1.0154445426060743
930,1.0149405255984933
931,1.015624286010153
932,1.016752222337455
933,1.016394370372716
934,1.0166139289174554
935,1.0166070921739
936,1.0155209734856803
937,1.0151659632036634
938,1.015760497352669
939,1.0152165618122604
940,1.0173719465620839
941,1.0174845091839675
942,1.018412994890939
943,1.017543095138757
944,1.0168255791747496
945,1.0162600689713224
946,1.015185798285306
947,1.0146232139544196
948,1.0155899838583682
949,1.0163318097928182
950,1.016941076071335
951,1.0166259247026779
952,1.0173437135487806
953,1.016276196535613
954,1.017084319218075
955,1.0174620382119022
956,1.0167536135120108
957,1.015691175044391
958,1.016425926214127
959,1.0186619753287731
960,1.018275781950842
961,1.0185345711217142
962,1.0193852593446047
963,1.020161437775482
964,1.0196082074086668
965,1.0196633411853298
966,1.0196146876262075
967,1.0218042605140705
968,1.0216244687352862
969,1.0225480524988706
970,1.0234526055726207
971,1.0238467843059782
972,1.024557362036392
973,1.0259182404693445
974,1.0248649363210187
975,1.024660114202838
976,1.0241916643953695
977,1.024561644222721
978,1.025507525762362
979,1.0253331335431939
980,1.0268331695673671
981,1.027572162825768
982,1.0268721993454115
983,1.029113442047587
984,1.0298326189668439
985,1.0300462018250813
986,1.0290015302207964
987,1.0295101119225745
988,1.0298039892985948
989,1.0303266076740039
990,1.0296799140804824
991,1.0304813271269275
992,1.029785487104739
993,1.0306467978369114
994,1.0312172693235662
995,1.0314884564009081
996,1.0324301841805648
997,1.0326271602743184
998,1.0315924637209373
999,1.0309003872058171
1000,1.0318206995238133
1001,1.0320759199884182
1002,1.0330384388215774
1003,1.0320084902285351
1004,1.030980593325917
1005,1.0308763871121518
1006,1.0314036365786685
1007,1.03037940258008
1008,1.0293572007918061
1009,1.030501677654717
1010,1.0294813789639696
1011,1.0290844173104208
1012,1.0297667279609553
1013,1.0294942536107579
1014,1.028478973281753
1015,1.0274656935051207
1016,1.0267892587921392
1017,1.0273506218174877
1018,1.0275820072283548
1019,1.0265735852389257
1020,1.0259006778270403
1021,1.0253269503299494
1022,1.0252799453543135
1023,1.0253737218662675
1024,1.0251782039455921
